DistrictID,Autism,Kstudent,Rate,Area_km,LC11,LC21,LC2B,LC31,LC4,LC52,LC71,LC8,LC9,Avecanopy,Prdcan100,Prdcan50,Roadensity,Rd4,Pop,Popm,Popf,Malep,Femalep,Popden,Age19l,Age65m,Whitep,Blackp,Asisanp,Vehicle0,Unemploy,Income_median,Income_sd_median,RLC2b,RLC4,RLC71,Rcanopy,Rroadcan100,Rroadcan50,LC1106,LC2106,LC2B06,LC3106,LC406,LC5206,LC7106,LC806,LC906,RLC2B06,RLC406,RLC7106
145,0,2,0.00,238.9,5.06,0,0,0.02,76.12,14.97,3.81,0,0.01,57.76,,,0.000,1,413,213,200,51.57,48.43,1.73,30.75,12.35,88.38,1.45,4.12,0,7.09,35313,3.5313,0,7.612,0.381,5.776,,,5.18,0,0,0.02,82.18,11.33,1.29,0,0.01,0,8.218,0.129
146,0,77,0.00,21.9,0,8.85,0.28,1.33,74.6,6.77,7.76,0,0.4,73.71,47.7,46.52,0.235,2,918,484,434,52.72,47.28,41.92,24.95,11.76,92.37,0.98,2.18,1,12.22,55625,5.5625,0.028,7.46,0.776,7.371,4.77,4.652,0,8.87,0.27,0.03,78.27,5.82,6.33,0,0.4,0.027,7.827,0.633
147,0,27,0.00,306.6,2.18,1.28,0.39,0.75,0.25,7,79.12,8.59,0.44,3.15,1.27,1.16,0.097,1,130,71,59,54.62,45.38,0.42,13.08,27.69,99.23,0,0.77,0,3.39,33750,3.375,0.039,0.025,7.912,0.315,0.127,0.116,2.19,1.28,0.38,0.76,0.25,6.99,79,8.71,0.44,0.038,0.025,7.9
148,2,298,6.71,1291.2,0.74,0.7,0.1,0.28,76.4,20.85,0.81,0,0.13,56.33,56.23,54.01,0.102,1,5853,2823,3030,48.23,51.77,4.53,19.73,15.09,95.4,0.24,3.04,3.81,5.81,59358,5.9358,0.01,7.64,0.081,5.633,5.623,5.401,0.72,0.7,0.1,0.28,78.38,19.07,0.63,0,0.13,0.01,7.838,0.063
149,0,258,0.00,70.7,0.58,10.16,2.21,0.17,57.45,6.38,14.73,7.46,0.87,51.69,33.92,34.11,0.364,3,7313,3672,3641,50.21,49.79,103.44,16.14,18,93.63,0.19,2.99,2.53,5.6,65433,6.5433,0.221,5.745,1.473,5.169,3.392,3.411,0.57,10.16,2.2,0.02,57.65,6.41,14.68,7.45,0.85,0.22,5.765,1.468
150,0,6,0.00,1678.9,0.13,1.34,0.01,0.3,80.41,15.99,1.44,0,0.16,62.27,56.29,54.38,0.060,1,146,88,58,60.27,39.73,0.09,4.11,13.01,88.36,0,6.85,1.37,4.05,28500,2.85,0.001,8.041,0.144,6.227,5.629,5.438,0.13,1.34,0.01,0.29,80.49,15.94,1.43,0,0.17,0.001,8.049,0.143
151,0,34,0.00,192.6,0.87,3.76,0.36,0.18,62.11,17.65,14.55,0,0.52,50.34,30.74,30.67,0.165,2,882,386,496,43.76,56.24,4.58,10.77,16.67,97.28,1.47,1.47,0.45,5.41,60000,6,0.036,6.211,1.455,5.034,3.074,3.067,0.87,3.76,0.35,0.18,62.11,17.66,14.55,0,0.52,0.035,6.211,1.455
152,4,477,8.39,56.8,1.9,8.04,9.15,4.57,43.93,8.41,10.65,11.36,1.98,45.11,10.75,9.13,0.729,3,7562,3967,3595,52.46,47.54,133.13,30.88,16.97,88.5,3.27,4.03,7.09,6.49,36684,3.6684,0.915,4.393,1.065,4.511,1.075,0.913,1.91,8.17,9.01,4.32,44.25,8.32,10.39,11.52,2.1,0.901,4.425,1.039
153,124,3941,31.46,19.9,0,3.75,95.53,0,0,0,0.7,0,0.02,0.15,0.28,0.38,3.067,4,53956,26368,27588,48.87,51.13,2711.36,23.74,15.85,72.16,1.26,22.04,3.59,5.52,85752,8.5752,9.553,0,0.07,0.015,0.028,0.038,0,4.06,95.12,0,0,0,0.8,0,0.02,9.512,0,0.08
154,1,296,3.38,40.4,0.17,4.92,6.86,0,0,0,0.24,86.23,1.59,0.6,1.51,1.05,0.273,2,2658,1368,1290,51.47,48.53,65.79,30.96,22.08,80.4,2.22,10.31,1.59,17.03,70776,7.0776,0.686,0,0.024,0.06,0.151,0.105,0.16,4.97,6.8,0,0,0,0.25,86.23,1.59,0.68,0,0.025
155,89,7156,12.44,27.9,0.15,11.8,84.74,0,0.11,0.1,2.41,0,0.7,3.18,1.87,1.29,3.242,4,84414,44477,39937,52.69,47.31,3025.59,29.39,7.47,40.86,4.53,38.36,5.77,10.52,58109,5.8109,8.474,0.011,0.241,0.318,0.187,0.129,0.15,12.17,84.36,0,0.11,0.1,2.4,0,0.7,8.436,0.011,0.24
156,0,10,0.00,500.4,2.47,2.75,0.2,0.61,68.29,23.61,1.84,0,0.23,63.66,43.55,33.88,0.053,1,392,188,204,47.96,52.04,0.78,26.02,16.58,91.84,1.28,3.32,1.18,8.33,50735,5.0735,0.02,6.829,0.184,6.366,4.355,3.388,2.38,2.74,0.2,0.79,69.28,23.11,1.26,0,0.23,0.02,6.928,0.126
157,3,236,12.71,57,0.55,7.13,1.37,0.14,70.52,4.31,2.34,12.34,1.28,67.9,17.97,15.79,0.215,2,2754,1268,1486,46.04,53.96,48.32,26.62,9.15,93.94,1.67,2.8,2.67,7.96,49453,4.9453,0.137,7.052,0.234,6.79,1.797,1.579,0.55,7.13,1.34,0.07,73.16,3.27,0.84,12.35,1.28,0.134,7.316,0.084
158,31,2141,14.48,26.9,0.14,6,66.95,1.36,0,0,6.69,18.87,0,0.14,0.08,0.06,1.801,4,21453,10236,11217,47.71,52.29,797.51,32.64,6.8,81.57,2.95,6.76,1.97,6.92,73986,7.3986,6.695,0,0.669,0.014,0.008,0.006,0.14,6.28,62.63,1.62,0,0,7.09,22.25,0,6.263,0,0.709
159,80,8875,9.01,52.2,0.03,13.94,83,0.04,0.25,1.62,1.02,0.01,0.1,1.65,1.19,1.04,1.972,4,114393,56483,57910,49.38,50.62,2191.44,28.26,11.29,54.23,3.81,23.3,4.42,6.75,68475,6.8475,8.3,0.025,0.102,0.165,0.119,0.104,0.03,14.19,82.68,0.08,0.24,1.62,1.03,0.02,0.1,8.268,0.024,0.103
160,17,2649,6.42,159.4,0.38,5.84,7.21,0.26,0.03,0,13.14,67.66,5.48,0.91,0.25,0.19,0.556,3,29124,14649,14475,50.30,49.70,182.71,35.1,10.34,69.86,2.38,4.26,3.31,8.43,59844,5.9844,0.721,0.003,1.314,0.091,0.025,0.019,0.17,5.85,6.73,0.31,0.03,0,13.16,68.28,5.47,0.673,0.003,1.316
161,0,50,0.00,116.6,0,0.61,0.03,0.11,92.8,4.95,1.15,0.31,0.04,85.56,70.44,69.35,0.060,1,405,183,222,45.19,54.81,3.47,25.19,22.22,97.53,0.25,0.74,0,5.49,70313,7.0313,0.003,9.28,0.115,8.556,7.044,6.935,0,0.61,0.04,0.1,94.58,3.84,0.48,0.31,0.04,0.004,9.458,0.048
162,45,3743,12.02,11.7,0,9.81,88.8,0,0,0.04,1.31,0,0.05,3.05,2.12,1.68,2.728,4,50724,25645,25079,50.56,49.44,4335.38,24.6,12.99,17.78,0.11,64.71,9.48,6.95,43892,4.3892,8.88,0,0.131,0.305,0.212,0.168,0,10.23,88.12,0,0,0.04,1.57,0,0.05,8.812,0,0.157
163,0,29,0.00,214.1,0.24,1.59,0.52,2.34,29.55,25.72,19.63,20.34,0.07,21.14,10.69,10.17,0.212,2,411,201,210,48.91,51.09,1.92,29.93,26.76,96.35,0,0.49,1.1,10.71,27500,2.75,0.052,2.955,1.963,2.114,1.069,1.017,0.28,1.59,0.52,2.38,29.48,26.04,19.31,20.39,0.01,0.052,2.948,1.931
164,0,115,0.00,423.7,0.1,5.66,2.76,2.32,0.54,8.78,24.11,55.73,0.02,0.33,0.11,0.04,0.352,3,1180,583,597,49.41,50.59,2.78,34.66,8.56,71.19,0.68,0,1.81,8.5,37125,3.7125,0.276,0.054,2.411,0.033,0.011,0.004,0.1,5.65,2.64,2.32,0.54,8.77,23.68,56.29,0.01,0.264,0.054,2.368
165,5,291,17.18,155.2,0.98,5.25,1.34,1.77,0.02,0.19,49.63,38.05,2.76,4.13,0.72,0.33,0.257,2,2816,1427,1389,50.67,49.33,18.14,30.4,11.26,74.57,0.75,1.92,3,9.15,31921,3.1921,0.134,0.002,4.963,0.413,0.072,0.033,0.95,5.25,1.34,1.89,0.03,0.02,49.21,38.55,2.76,0.134,0.003,4.921
166,0,364,0.00,135,0.07,3.66,1.01,0,70.62,11.73,12.75,0.11,0.06,55.45,45.86,44.38,0.336,3,8210,4028,4182,49.06,50.94,60.81,22.28,14.75,93.57,0.5,0.91,1.77,8.51,70278,7.0278,0.101,7.062,1.275,5.545,4.586,4.438,0.07,3.67,1.01,0,70.72,11.69,12.68,0.1,0.06,0.101,7.072,1.268
167,0,339,0.00,121.7,0.84,4.11,1.19,0.02,43.48,18.71,31.35,0,0.31,37.6,34.33,33.02,0.368,3,5487,2532,2955,46.15,53.85,45.09,23.38,11.72,95.61,0.24,3.01,1.82,3.57,88405,8.8405,0.119,4.348,3.135,3.76,3.433,3.302,0.84,4.1,1.19,0.02,43.55,18.67,31.33,0,0.31,0.119,4.355,3.133
168,2,94,21.28,539.9,3.69,1.9,0.25,0.04,65.96,14.25,13.39,0.5,0.01,43.61,26.84,23.71,0.128,1,2944,1549,1395,52.62,47.38,5.45,22.08,18.34,93.85,0.54,1.87,8.23,12.21,35828,3.5828,0.025,6.596,1.339,4.361,2.684,2.371,3.78,1.9,0.26,0.04,67.5,12.54,13.49,0.48,0.01,0.026,6.75,1.349
169,35,3173,11.03,232.5,0.51,8.71,12.97,0.22,33.63,27.06,8.57,7.97,0.37,19.28,5.33,3.68,0.632,3,74356,37938,36418,51.02,48.98,319.81,29.82,10.14,77.67,2.29,10.3,4.56,8.14,64717,6.4717,1.297,3.363,0.857,1.928,0.533,0.368,0.55,8.82,12.83,0.18,33.71,27.14,8.44,7.97,0.36,1.283,3.371,0.844
170,0,397,0.00,396.4,1.68,2.62,0.69,3.96,13.4,55.33,22.07,0,0.23,5.04,0.93,0.71,0.250,2,83,39,44,46.99,53.01,0.21,33.73,8.43,90.36,0,0,0,0,80000,8,0.069,1.34,2.207,0.504,0.093,0.071,1.67,2.63,0.69,3.97,13.4,55.41,21.99,0,0.23,0.069,1.34,2.199
171,2,403,4.96,63.8,0.09,8.28,1.15,0.09,36.72,42.22,11.07,0.11,0.26,38.73,19.01,14.51,0.209,2,2921,1484,1437,50.80,49.20,45.78,29.1,11.13,95.31,0,3.18,0.38,6.17,87768,8.7768,0.115,3.672,1.107,3.873,1.901,1.451,0.09,8.3,1.12,0.09,36.86,42.39,10.76,0.11,0.27,0.112,3.686,1.076
172,8,1114,7.18,150.9,0.09,9.71,6.61,0,67.65,7.61,8.33,0,0,55.11,43.05,40.86,0.355,3,25057,11916,13141,47.56,52.44,166.05,24.42,19.6,93.45,1.03,1.5,6.5,8.49,44515,4.4515,0.661,6.765,0.833,5.511,4.305,4.086,0.09,9.63,6.4,0,67.98,7.59,8.32,0,0,0.64,6.798,0.832
173,0,75,0.00,13.1,0,4.5,3.51,0,0,0,0.54,91.45,0,0.72,,,0.000,1,762,417,345,54.72,45.28,58.17,42.26,8.53,94.62,0,1.31,0,25.45,71303,7.1303,0.351,0,0.054,0.072,,,0,4.5,3.51,0,0,0,0.47,91.52,0,0.351,0,0.047
174,1,373,2.68,24.3,1.42,16.18,8.38,0.15,1.57,5.22,51.1,12.58,3.41,6.09,5.56,6.04,0.782,3,5535,2863,2672,51.73,48.27,227.78,20.34,14.6,94.78,1.28,3.87,4.37,5.52,73168,7.3168,0.838,0.157,5.11,0.609,0.556,0.604,1.42,16.28,8.28,0.09,1.57,5.23,51.17,12.58,3.4,0.828,0.157,5.117
175,0,17,0.00,18.4,0,6.93,2.56,0,0.29,0.63,0.13,87.76,1.69,0.44,0,0,0.429,3,149,70,79,46.98,53.02,8.10,36.24,2.01,80.54,0,22.15,0,23.88,69750,6.975,0.256,0.029,0.013,0.044,0,0,0,6.9,2.55,0,0.28,0.63,0.13,87.8,1.7,0.255,0.028,0.013
176,0,6,0.00,275.8,0.23,1.84,0.05,0.27,83.49,9.64,3.47,0,1.01,79.54,68.19,61.12,0.161,2,117,52,65,44.44,55.56,0.42,11.97,7.69,100,0,0,0,0,38125,3.8125,0.005,8.349,0.347,7.954,6.819,6.112,0.23,1.84,0.05,0.21,83.84,9.74,3.08,0,1.01,0.005,8.384,0.308
177,6,1920,3.13,58.8,0.44,6.45,29.03,0.34,0,0,0.54,63.2,0,0.03,0.01,0,1.005,4,15054,7612,7442,50.56,49.44,256.02,40.93,5.46,72.48,0.54,2.33,5.8,17.41,49888,4.9888,2.903,0,0.054,0.003,0.001,0,0.34,6.39,26.89,0.35,0,0,0.51,65.52,0,2.689,0,0.051
178,23,1920,11.98,693.7,0.05,3.04,0.73,2.13,37.53,35.73,10.83,9.01,0.96,17.1,3.24,2.12,0.102,1,43864,21920,21944,49.97,50.03,63.23,38.03,7.06,57.32,9.7,4.66,5.21,10.47,40755,4.0755,0.073,3.753,1.083,1.71,0.324,0.212,0.05,3.06,0.66,2.12,37.92,35.48,10.72,9.03,0.96,0.066,3.792,1.072
179,0,87,0.00,141,0.25,2.25,1.21,0.83,11.01,18.05,28.77,37.58,0.05,9.99,0.88,0.71,0.350,3,1151,579,572,50.30,49.70,8.16,23.37,16.25,97.83,0.96,0.26,2.05,16.31,45703,4.5703,0.121,1.101,2.877,0.999,0.088,0.071,0.25,2.26,1.2,0.83,11.02,17.99,28.76,37.71,0,0.12,1.102,2.876
180,5,759,6.59,94.2,0.26,3.3,4.37,5.66,4.16,20.67,21.29,36.99,3.3,4.86,0.33,0.33,0.125,1,6667,3403,3264,51.04,48.96,70.77,35.43,9.81,84.09,0,4.45,6.84,6.22,40959,4.0959,0.437,0.416,2.129,0.486,0.033,0.033,0.24,3.3,4.35,5.68,4.15,20.75,21.69,36.52,3.31,0.435,0.415,2.169
181,2,179,11.17,80.9,0.79,6.68,1.31,0.03,79.62,6.93,3.59,0.71,0.33,66.64,46.25,46.51,0.097,1,5313,2740,2573,51.57,48.43,65.67,19.73,12.69,93.04,0.51,0.43,4.82,9.74,40604,4.0604,0.131,7.962,0.359,6.664,4.625,4.651,0.79,6.71,1.28,0.01,79.65,6.93,3.58,0.71,0.33,0.128,7.965,0.358
182,3,336,8.93,130.2,1.86,4.35,3.11,3.04,0.04,0.17,2.86,80.88,3.69,7.4,3.09,1.51,0.250,2,2538,1410,1128,55.56,44.44,19.49,34.4,7.37,52.09,0.16,0.63,2.44,11.18,37788,3.7788,0.311,0.004,0.286,0.74,0.309,0.151,1.86,4.36,3.09,3.04,0.04,0,3.03,80.88,3.69,0.309,0.004,0.303
183,42,3796,11.06,33.6,0,9.53,58.69,0.11,0,0,3.66,28,0,0.01,0.02,0.03,1.341,4,42362,22188,20174,52.38,47.62,1260.77,31,10.1,75.13,8.57,4,8.91,11.93,45334,4.5334,5.869,0,0.366,0.001,0.002,0.003,0,9.04,54.16,0.22,0,0,4.3,32.29,0,5.416,0,0.43
184,1,80,12.50,944.4,0.24,3.38,0.17,0.08,78.91,16.47,0.49,0.05,0.2,69.96,45.91,42.77,0.040,1,1187,556,631,46.84,53.16,1.26,26.03,18.79,80.37,1.68,6.49,8.42,14.43,30000,3,0.017,7.891,0.049,6.996,4.591,4.277,0.24,3.39,0.17,0.08,78.93,16.42,0.53,0.05,0.2,0.017,7.893,0.053
185,1,114,8.77,17.1,0,12.85,0.53,0,81.15,2.73,2.46,0.29,0,68.57,68,68.92,0.723,3,1409,771,638,54.72,45.28,82.40,22.07,11.28,97.59,0,2.13,0.86,3.9,87857,8.7857,0.053,8.115,0.246,6.857,6.8,6.892,0,12.85,0.53,0,81.13,2.73,2.46,0.29,0,0.053,8.113,0.246
186,2,333,6.01,100.4,0.14,5.91,0.8,0.53,7.78,47.87,34.5,2.23,0.23,22.01,6.6,4.59,0.324,3,6540,3527,3013,53.93,46.07,65.14,30.46,12.49,93.53,0.84,4.59,5.44,11.14,53375,5.3375,0.08,0.778,3.45,2.201,0.66,0.459,0.1,5.91,0.8,0.55,7.81,47.94,34.42,2.23,0.23,0.08,0.781,3.442
187,1,343,2.92,129.8,0.3,5.29,0.3,0.07,48.66,14.82,28.56,0.96,1.04,41.6,37.84,37.08,0.220,2,4645,2428,2217,52.27,47.73,35.79,18.15,18.77,95.91,0.99,2.73,1.33,7.25,68224,6.8224,0.03,4.866,2.856,4.16,3.784,3.708,0.29,5.28,0.3,0.04,48.69,14.92,28.47,0.96,1.05,0.03,4.869,2.847
188,3,614,4.89,69.2,0.79,4.38,4.74,0.06,0,0,1.28,83.89,4.86,5.2,1.3,0.65,0.031,1,3417,1545,1872,45.22,54.78,49.38,37.14,9.75,79.31,4.89,11.3,4,3.78,66750,6.675,0.474,0,0.128,0.52,0.13,0.065,0.65,4.24,4.43,0.06,0,0,1.27,84.53,4.82,0.443,0,0.127
189,85,5656,15.03,10.2,0,0.69,99.32,0,0,0,0,0,0,0.82,0.32,0.18,2.263,4,73829,36127,37702,48.93,51.07,7238.14,32.69,6.2,46.66,29.54,6.41,9.5,7.08,42164,4.2164,9.932,0,0,0.082,0.032,0.018,0,0.74,99.26,0,0,0,0,0,0,9.926,0,0
190,9,754,11.94,30.2,0,3.7,13.24,0.02,0,6.94,0,76.1,0,0,0,0,0.494,3,5134,2624,2510,51.11,48.89,170.00,40.46,6.91,72.89,0.72,0,8.92,15.8,52188,5.2188,1.324,0,0,0,0,0,0,3.5,12.29,0.02,0,7.02,0,77.17,0,1.229,0,0
191,3,351,8.55,256.7,0.39,1.88,1.53,3.02,0.02,91.03,1.01,1.05,0.07,0.06,0.04,0.05,0.112,1,3744,1702,2042,45.46,54.54,14.59,19.6,26.04,91.72,1.23,2.14,2.52,4.94,52559,5.2559,0.153,0.002,0.101,0.006,0.004,0.005,0.39,1.91,1.51,3.02,0.02,91.02,1.01,1.05,0.07,0.151,0.002,0.101
192,16,905,17.68,3.6,0,1.88,94.82,3.02,0,0,0.28,0,0,0.5,0.15,0.15,3.186,4,19213,9922,9291,51.64,48.36,5336.94,15.21,8.17,89.85,1.33,9.42,2.68,4.67,99446,9.9446,9.482,0,0.028,0.05,0.015,0.015,0,1.91,94.79,3.02,0,0,0.28,0,0,9.479,0,0.028
193,2,683,2.93,51.5,1.31,6.05,2.47,0.96,0.02,0.07,4.22,83.18,1.72,5.91,1.53,0.51,0.243,2,1196,596,600,49.83,50.17,23.22,31.69,11.71,90.47,0,0.92,3.98,10.04,58043,5.8043,0.247,0.002,0.422,0.591,0.153,0.051,0.98,6.05,2.47,0.98,0.06,0.04,4.33,83.43,1.66,0.247,0.006,0.433
194,18,1007,17.87,16.2,0,53.11,32.92,0,12.7,0.91,0.29,0,0.07,47.53,49.08,49.28,0.723,3,10651,5488,5163,51.53,48.47,657.47,28.75,19.29,70.66,1.22,29.6,1.16,4.88,202292,20.2292,3.292,1.27,0.029,4.753,4.908,4.928,0,53.33,32.67,0,12.74,0.91,0.28,0,0.07,3.267,1.274,0.028
195,24,3754,6.39,97.9,1.13,14.11,19.9,0.05,4.8,5.35,38.8,15.1,0.76,3.76,0.39,0.19,0.448,3,41921,20272,21649,48.36,51.64,428.20,35.03,8.07,69.83,1.87,5.29,4.99,9.8,66041,6.6041,1.99,0.48,3.88,0.376,0.039,0.019,1.16,14.37,19.51,0.05,4.81,5.34,38.81,15.22,0.73,1.951,0.481,3.881
196,4,840,4.76,25.9,0.36,31.17,22.18,0,24.68,15.45,5.33,0.78,0.06,9.07,5.86,4.77,1.489,4,14845,7154,7691,48.19,51.81,573.17,17.6,19.17,83.61,2.39,6.14,4.44,4.07,62122,6.2122,2.218,2.468,0.533,0.907,0.586,0.477,0.36,31.36,21.95,0,24.69,15.47,5.33,0.77,0.06,2.195,2.469,0.533
197,6,1920,3.13,37.4,0,7.34,2.89,0.71,0,0.05,18.48,70.5,0.02,0.44,0.58,0.28,0.167,2,659,348,311,52.81,47.19,17.62,38.24,8.8,84.07,1.06,0,4.13,2.92,42000,4.2,0.289,0,1.848,0.044,0.058,0.028,0,7.39,2.82,0.71,0,0.05,18.22,70.78,0.02,0.282,0,1.822
198,0,49,0.00,388.8,0.49,2.91,0.85,0.24,72.43,14.95,7.45,0,0.68,58.5,42.25,40.47,0.106,1,1052,520,532,49.43,50.57,2.71,8.17,51.05,91.63,0,0.95,0.46,8.77,56250,5.625,0.085,7.243,0.745,5.85,4.225,4.047,0.49,2.91,0.85,0.24,72.44,14.93,7.45,0,0.68,0.085,7.244,0.745
199,0,24,0.00,622.7,0.71,2.86,0.62,1.55,42.62,36.01,14.43,0.65,0.55,41.3,10.93,7.71,0.109,1,789,436,353,55.26,44.74,1.27,23.32,29.02,95.69,1.14,2.15,4.63,14.43,27500,2.75,0.062,4.262,1.443,4.13,1.093,0.771,0.7,2.85,0.62,1.6,43.2,35.59,14.23,0.65,0.55,0.062,4.32,1.423
200,0,12,0.00,1378,0.06,0.1,0.01,0.1,37.36,51.49,10.62,0,0.27,25.75,28.39,25.75,0.060,1,282,143,139,50.71,49.29,0.20,24.47,27.3,93.97,2.48,0,0,2.06,31375,3.1375,0.001,3.736,1.062,2.575,2.839,2.575,0.06,0.1,0.01,0.1,37.44,51.45,10.58,0,0.26,0.001,3.744,1.058
201,0,80,0.00,45.7,0.32,9.13,0.97,0.09,52.41,25.94,9.19,1.73,0.22,47.82,53.86,54.13,0.211,2,4278,2105,2173,49.21,50.79,93.61,27.77,8.13,74.99,5.24,16.76,2.42,3.55,76136,7.6136,0.097,5.241,0.919,4.782,5.386,5.413,0.32,9.15,0.95,0.32,52.45,25.91,9.23,1.45,0.23,0.095,5.245,0.923
202,33,5609,5.88,19.7,3.12,7.5,86.48,0.19,0,0,1.13,0.81,0.77,0.26,0.49,0.69,1.203,4,54832,28924,25908,52.75,47.25,2783.35,32.48,8.94,57.72,4.29,10.92,6.25,8.12,53333,5.3333,8.648,0,0.113,0.026,0.049,0.069,3.12,7.64,86.06,0.28,0,0,1.16,0.99,0.77,8.606,0,0.116
203,1,210,4.76,291.7,0.32,3.6,0.26,0.05,29.39,59.05,6.64,0.28,0.42,12.11,5.19,3.63,0.208,2,3514,1900,1614,54.07,45.93,12.05,27.89,9.56,89.73,2.16,2.79,1.55,7.91,79250,7.925,0.026,2.939,0.664,1.211,0.519,0.363,0.33,3.59,0.26,0.02,29.43,59.3,6.39,0.27,0.4,0.026,2.943,0.639
204,118,4355,27.10,35.4,1.95,5.64,88.06,1.08,0,0.05,2.31,0,0.92,0.13,0.08,0.07,2.641,4,82549,40731,41818,49.34,50.66,2331.89,21.4,13.53,87.18,1.02,10.72,2.98,5.05,84141,8.4141,8.806,0,0.231,0.013,0.008,0.007,1.89,5.98,87.61,1.11,0,0.05,2.41,0,0.95,8.761,0,0.241
205,0,105,0.00,56.7,1.17,3.14,0.99,2.29,58.62,6.41,4.91,18.95,3.52,56.79,21.1,21.48,0.144,1,1308,731,577,55.89,44.11,23.07,22.48,18.96,93.12,0,3.9,1.69,5.22,55675,5.5675,0.099,5.862,0.491,5.679,2.11,2.148,1.24,3.14,0.97,2.26,59.33,5.76,4.82,18.97,3.49,0.097,5.933,0.482
206,1,65,15.38,810.2,0.06,2.59,0.04,0.28,39.16,39.7,18.07,0.07,0.03,37.81,21.14,18.29,0.095,1,923,452,471,48.97,51.03,1.14,21.24,14.63,90.36,0,0.22,4.72,16.08,45221,4.5221,0.004,3.916,1.807,3.781,2.114,1.829,0.06,2.58,0.04,0.12,41.15,38.62,17.33,0.07,0.03,0.004,4.115,1.733
207,0,17,0.00,162.3,0,1.36,0.08,0,84.07,13.26,0.92,0,0.32,62.03,55.61,54.38,0.149,1,190,117,73,61.58,38.42,1.17,32.63,5.26,96.84,1.58,0,11.21,6.48,66042,6.6042,0.008,8.407,0.092,6.203,5.561,5.438,0,1.36,0.08,0,84.6,12.86,0.78,0,0.32,0.008,8.46,0.078
208,0,12,0.00,454.5,0.56,0.3,0.01,0.42,85,12.15,1.36,0.18,0.02,65.29,,,0.000,1,151,92,59,60.93,39.07,0.33,11.26,17.88,96.69,0,3.31,0,7.32,19750,1.975,0.001,8.5,0.136,6.529,,,0.46,0.3,0.01,0.34,88.02,9.64,1.04,0.18,0.02,0.001,8.802,0.104
209,1,182,5.49,110,0.87,5.81,3.68,0.7,0.01,0.02,2.73,86.15,0.03,0.01,0,0,0.152,2,1663,892,771,53.64,46.36,15.12,32.05,8.24,87.43,5.47,1.02,1.05,10.1,57500,5.75,0.368,0.001,0.273,0.001,0,0,0.87,5.81,3.67,0.7,0.01,0.02,2.73,86.16,0.03,0.367,0.001,0.273
210,1,276,3.62,60.4,8.54,7.76,2.31,0.25,64.89,6.33,2.29,6.1,1.52,63.71,10.28,8.68,0.274,2,2679,1281,1398,47.82,52.18,44.35,19.19,16.69,96.75,0.67,0.34,2.69,5.49,63393,6.3393,0.231,6.489,0.229,6.371,1.028,0.868,8.52,7.79,2.27,0.29,65.26,6.14,2.13,6.11,1.51,0.227,6.526,0.213
211,5,368,13.59,433.3,4.89,2.17,0.71,0.05,8.21,10.06,73.56,0.37,0,10.32,8.74,7.55,0.203,2,8992,6553,2439,72.88,27.12,20.75,9.49,12.47,66.78,14.78,2.7,5.02,11.48,36530,3.653,0.071,0.821,7.356,1.032,0.874,0.755,4.91,2.17,0.7,0.05,8.32,10.07,73.42,0.36,0,0.07,0.832,7.342
212,4,686,5.83,422.5,0.89,4.95,0.9,0.01,0.5,79.49,11.82,0.05,1.38,0.44,0.75,0.65,0.182,2,8383,4379,4004,52.24,47.76,19.84,30.26,10.4,90.67,1.81,1.35,1.91,4.31,84960,8.496,0.09,0.05,1.182,0.044,0.075,0.065,0.85,4.95,0.89,0.01,0.5,79.6,11.76,0.05,1.39,0.089,0.05,1.176
213,3,263,11.41,344.2,0.5,1.58,0.49,2.05,14.46,60.23,6.44,13.39,0.86,9.07,6.52,5.86,0.148,1,3666,1832,1834,49.97,50.03,10.65,31.81,10.01,94.68,0,1.83,2.22,5.31,70625,7.0625,0.049,1.446,0.644,0.907,0.652,0.586,0.5,1.59,0.49,1.73,14.48,60.79,6.07,13.46,0.88,0.049,1.448,0.607
215,20,1582,12.64,357.7,0.25,2.41,3.93,0.4,6.7,19.07,54.68,12.51,0.04,4.85,0.6,0.41,0.228,2,13031,6703,6328,51.44,48.56,36.43,36.23,5.58,57.3,7.01,18.56,1.19,7.84,98896,9.8896,0.393,0.67,5.468,0.485,0.06,0.041,0.28,2.4,3.77,1.67,6.72,19.13,53.39,12.61,0.03,0.377,0.672,5.339
216,72,4314,16.69,24.8,0.25,24.97,61.72,0.63,4.04,6.82,1.54,0.05,0,12.51,8.32,8.16,3.876,4,85481,42240,43241,49.41,50.59,3446.81,22.2,13.5,32.92,3.36,52.56,8.34,8.36,69231,6.9231,6.172,0.404,0.154,1.251,0.832,0.816,0.25,25.38,61.33,0.63,4.01,6.81,1.53,0.05,0,6.133,0.401,0.153
217,0,140,0.00,49.1,0.07,2.64,5.45,0,24.25,34.27,11.62,21.48,0.22,12.77,0.05,0.07,0.390,3,1149,554,595,48.22,51.78,23.40,25.07,12.62,91.82,0,2.44,0.39,3.65,49531,4.9531,0.545,2.425,1.162,1.277,0.005,0.007,0,2.65,5.45,0,24.24,34.3,11.66,21.49,0.22,0.545,2.424,1.166
218,15,1056,14.20,1601.9,0.05,2.38,0.21,24.28,10.2,48.38,13.65,0.02,0.81,0.92,1.2,0.94,0.100,1,2903,1630,1273,56.15,43.85,1.81,20.5,18.74,96.14,0,0.62,1.54,3.32,58419,5.8419,0.021,1.02,1.365,0.092,0.12,0.094,0.05,2.38,0.21,24.27,10.24,48.4,13.61,0.03,0.81,0.021,1.024,1.361
